test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_071554.csv,39,first4,naruto|can|lift|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,0,first4,if|there|are|10,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,1,first4,the|educational|shop|is,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,2,first4,sophia|is|thinking|of,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,3,first4,michael|is|replacing|the,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,4,first4,in|one|year|the,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,5,first4,dolly|has|two|books,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,6,first4,ara|joined|the|school,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,7,first4,generally|a|5|year,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,8,first4,erika|is|saving|for,256,128,1,270.0,0.9208984375
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,9,first4,jared|is|trying|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,10,first4,jennie|is|helping|at,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,11,first4,john|plans|to|save,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,12,first4,alice|is|7|years,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,13,first4,shannon|makes|herself|iced,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,14,first4,stanley|was|standing|on,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,15,first4,sarah|went|to|buy,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,16,first4,fern|is|trying|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,17,first4,ali|has|four|10,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,18,first4,nate|is|feeding|his,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,19,first4,an|electronics|seller|bought,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,20,first4,a|landscaping|company|is,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,21,first4,sitti|and|juris|bought,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,22,first4,if|a|classroom|has,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,23,first4,billy|is|peeling|and,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,24,first4,kyle|bought|last|year,128,128,1,137.0,0.95986328125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,25,first4,gissela|gordy|and|gary,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,26,first4,trent|is|5|years,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,27,first4,charlie|wants|to|sell,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,28,first4,to|heat|during|the,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,29,first4,the|price|of|a,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,30,first4,two|sports|coaches|went,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,31,first4,verna|loves|to|eat,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,32,first4,avery|needs|to|buy,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,33,first4,dylan|needed|chicken|sausages,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,34,first4,jason|was|told|he,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,35,first4,steve|is|60|years,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,36,first4,annika|brought|50|to,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,37,first4,a|boy|has|5,128,128,1,134.0,0.9607421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,38,first4,there|are|220|castles,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_081708.csv,39,first4,jaime|places|eggs|on,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,0,first4,the|jumbo|bottle|of,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,1,first4,on|monday|walt|walked,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,2,first4,james|wants|to|hang,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,3,first4,sue|lives|in|a,128,128,1,135.0,0.96044921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,4,first4,a|car|in|the,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,5,first4,maria|buys|8|shares,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,6,first4,paul|is|driving|a,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,7,first4,carl|s|favorite|food,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,8,first4,at|the|local|pick,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,9,first4,maria|was|charging|her,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,10,first4,carrie|was|given|ten,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,11,first4,liam|and|mitchell|own,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,12,first4,john|decides|to|get,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,13,first4,john|arm|wrestles|20,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,14,first4,every|month|madeline|has,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,15,first4,ruby|is|6|times,512,512,1,518.0,0.8482421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,16,first4,nani|is|8|years,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,17,first4,the|elevator|in|jack,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,18,first4,larry|loves|taking|care,512,512,1,518.0,0.8482421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,19,first4,juan|asked|his|neighbor,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,20,first4,in|tate|s|garden,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,21,first4,tom|s|restaurant|gets,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,22,first4,each|class|in|a,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,23,first4,the|science|center|hosted,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,24,first4,alex|is|getting|ready,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,25,first4,john|goes|to|the,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,26,first4,raymond|had|21|then,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,27,first4,the|ratio|of|popsicles,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,28,first4,royce|takes|40|minutes,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,29,first4,gene|is|sewing|a,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,30,first4,when|freda|cooks|canned,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,31,first4,jeff|and|brad|are,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,32,first4,janey|has|3|more,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,33,first4,my|mom|went|to,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,34,first4,jonathan|was|sad|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,35,first4,abraham|owns|80|square,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,36,first4,tony|is|painting|a,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,37,first4,a|toy|manufacturer|receives,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,38,first4,one|meatball|sub|sandwich,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_083415.csv,39,first4,mr|ruther|sold|3,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,0,first4,steve|decides|to|start,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,1,first4,twenty|kids|went|out,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,2,first4,the|great|pyramids|sit,256,256,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,3,first4,matthew|has|a|collection,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,4,first4,there|are|some|oranges,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,5,first4,hallie|had|dance|practice,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,6,first4,in|a|candy|machine,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,7,first4,elaina|is|holding|the,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,8,first4,elvis|has|a|monthly,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,9,first4,mariah|s|grandma|was,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,10,first4,andrea|has|8|more,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,11,first4,in|a|room|there,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,12,first4,hannah|has|a|mental,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,13,first4,jon|runs|a|triathlon,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,14,first4,brandon|s|iphone|is,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,15,first4,stephen|borrowed|300|from,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,16,first4,luke|ate|2|hot,256,128,0,262.0,-0.0767578125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,17,first4,the|light|on|a,256,128,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,18,first4,jordan|wanted|to|surprise,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,19,first4,a|glass|of|milk,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,20,first4,julie|had|500|she,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,21,first4,there|are|9|300,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,22,first4,mark|was|unwell|for,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,23,first4,frankie|watches|tv|after,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,24,first4,sean|is|practicing|for,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,25,first4,bill|bakes|300|rolls,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,26,first4,grayson|recycles|cans|and,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,27,first4,james|decides|to|pick,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,28,first4,pam|and|fred|went,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,29,first4,tom|buys|a|bedroom,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,30,first4,two|thirds|of|jana,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,31,first4,samantha|has|12|fewer,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,32,first4,john|collects|garbage|from,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,33,first4,garrett|is|popping|popcorn,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,34,first4,the|glee|club|ordered,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,35,first4,jason|works|as|a,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,36,first4,olivia|uploaded|72|pictures,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,37,first4,randy|has|9|oatmeal,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,38,first4,mark|decides|to|buy,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_100413.csv,39,first4,every|day|charisma|meditates,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,0,first4,after|scoring|14|points,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,1,first4,janeth|borrowed|2000|and,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,2,first4,baldur|gets|water|from,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,3,first4,boris|owns|a|chocolate,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,4,first4,jeremy|saw|12|birds,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,5,first4,lloyd|has|an|egg,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,6,first4,gerald|and|julia|divided,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,7,first4,in|a|grocery|store,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,8,first4,at|the|trip|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,9,first4,errol|bought|a|computer,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,10,first4,isabelle|bought|party|supplies,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,11,first4,prince|thaddeus|slew|100,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,12,first4,a|singer|has|50,128,128,1,134.0,0.9607421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,13,first4,nine|of|the|kids,128,128,1,141.0,0.95869140625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,14,first4,royce|takes|40|minutes,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,15,first4,peter|wants|to|make,256,256,1,261.0,0.92353515625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,16,first4,tom|has|4|bedrooms,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,17,first4,dean|has|30|marbles,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,18,first4,billy|is|buying|some,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,19,first4,pauline|visits|her|favorite,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,20,first4,martha|has|been|collecting,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,21,first4,to|fund|his|store,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,22,first4,courtney|attended|a|concert,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,23,first4,a|customer|s|loyalty,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,24,first4,travis|had|61|apps,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,25,first4,charlie|had|10|stickers,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,26,first4,james|runs|12|miles,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,27,first4,a|hospital|sees|500,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,28,first4,it|s|april|and,128,128,1,136.0,0.96015625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,29,first4,there|are|29|pupils,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,30,first4,last|friday|13|of,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,31,first4,abraham|owns|80|square,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,32,first4,ricardo|grows|tomatoes|and,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,33,first4,greta|and|celinda|are,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,34,first4,sue|lives|in|a,128,128,1,135.0,0.96044921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,35,first4,the|bananas|at|the,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,36,first4,avery|needs|to|buy,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,37,first4,toulouse|has|twice|as,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,38,first4,aleena|subscribed|to|a,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_102125.csv,39,first4,on|a|certain|day,256,256,1,266.0,0.9220703125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,0,first4,leila|buys|3|cucumbers,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,1,first4,kenny|is|selling|his,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,2,first4,samwell|owns|an|appliances,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,3,first4,jordan|has|2|children,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,4,first4,ali|had|21|leila,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,5,first4,jerome|had|4|friends,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,6,first4,conor|lives|near|a,128,128,0,135.0,-0.03955078125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,7,first4,ford|owns|a|garden,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,8,first4,imma|has|3|cats,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,9,first4,ginger|and|amy|both,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,10,first4,the|number|of|students,256,256,1,264.0,0.92265625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,11,first4,a|pen|costs|as,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,12,first4,kim|sleepwalks|to|monitor,256,512,0,263.0,-0.07705078124999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,13,first4,katy|makes|coffee|using,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,14,first4,johnny|s|dad|brought,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,15,first4,ted|the|t|rex,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,16,first4,brady|is|counting|the,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,17,first4,shiloh|is|44|years,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,18,first4,stanley|was|standing|on,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,19,first4,charlie|had|10|stickers,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,20,first4,paul|is|driving|a,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,21,first4,april|is|donating|plant,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,22,first4,jean|is|two|years,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,23,first4,cayley|markets|various|newspapers,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,24,first4,jason|was|told|he,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,25,first4,jan|has|three|times,256,128,0,263.0,-0.07705078124999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,26,first4,violetta|wants|to|buy,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,27,first4,in|7|days|sofie,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,28,first4,ellen|is|on|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,29,first4,a|custodian|has|to,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,30,first4,four|children|are|playing,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,31,first4,tom|s|ship|can,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,32,first4,lisa|and|peter|are,256,256,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,33,first4,in|10|years|melanie,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,34,first4,henry|made|two|stops,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,35,first4,lisa|is|part|of,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,36,first4,carl|has|four|times,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,37,first4,18|is|shared|among,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_104506.csv,38,first4,cody|eats|three|times,256,512,0,288.0,-0.08437499999999999
